player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Bryn Forbes,74,United States,San Antonio Spurs,Sharpshooter,SG,PG,188,86,11,4,Michigan State,269,1,85,69,51,59,46,37,70,77,2285,82,82,82,83,95,85,68,68,37,72,80,76,83,77,35,40,28,52,42,54,78,60,70,67,62,38,44,58,37,25,69,56,50,30,29,44,Current
Lonnie Walker IV,73,United States,San Antonio Spurs,3PT Specialist,SG,PG,196,92,1,2,Miami (FL),300,1,70,81,57,66,60,49,65,80,2485,53,75,84,72,70,65,94,93,64,83,85,65,82,74,40,75,48,53,48,40,75,70,78,77,67,36,55,74,53,55,78,62,65,35,38,59,Current
Chimezie Metu,73,United States,San Antonio Spurs,Finisher,C,PF,206,101,7,2,Southern California,309,1,65,70,63,44,56,78,98,76,2383,84,40,61,77,85,45,52,52,69,75,80,80,83,70,80,70,58,40,49,50,85,48,37,30,58,45,67,51,59,51,60,68,55,40,79,76,Current
Luka Samanic,72,Croatia,San Antonio Spurs,Inside-Out Scorer,PF,-,208,102,19,1,Croatia,348,1,67,75,63,59,56,62,65,79,2443,74,68,72,72,65,50,72,74,63,79,80,75,80,71,65,60,64,62,69,44,70,59,64,57,68,48,59,48,40,66,60,75,52,50,59,65,Current
Tyler Zeller,72,United States,San Antonio Spurs,3-Level Scorer,C,-,213,113,45,8,North Carolina,359,1,72,66,65,37,55,75,60,76,2330,87,72,72,68,90,45,44,32,72,72,80,88,77,52,70,60,70,68,72,57,70,36,35,26,58,32,67,55,33,65,40,70,55,55,75,74,Current
Marco Belinelli,71,Italy,San Antonio Spurs,Sharpshooter,SF,SG,196,95,18,3,Italy,405,1,76,63,51,63,51,41,30,76,2210,79,81,80,78,70,65,49,53,33,69,83,73,80,79,25,65,28,54,34,50,70,75,72,43,82,43,53,60,32,27,65,64,64,45,27,54,Current
Quinndary Weatherspoon,68,United States,San Antonio Spurs,3-Level Scorer,SG,-,191,93,15,1,Mississippi State,501,1,65,78,53,71,55,47,25,75,2347,57,74,75,78,58,50,83,83,50,83,80,85,80,70,35,75,35,44,36,55,72,68,74,80,64,69,48,62,41,62,74,60,59,35,44,49,Current
Drew Eubanks,68,United States,San Antonio Spurs,Rim Protector,C,PF,206,110,14,2,Oregon State,515,1,57,73,66,40,54,69,50,70,2275,80,64,30,85,50,30,61,62,68,75,80,85,83,68,75,65,66,67,63,50,75,42,37,38,55,30,60,47,33,80,59,59,50,45,57,81,Current
Pascal Siakam,88,Cameroon,Toronto Raptors,2-Way Inside-Out Scorer,PF,SF,206,104,43,4,New Mexico State,22,419,85,82,83,64,76,57,85,89,2957,75,78,80,80,98,98,76,78,70,79,95,95,82,88,90,80,79,74,85,84,84,60,79,69,45,65,86,79,41,65,78,88,82,85,41,72,Current
Kyle Lowry,87,United States,Toronto Raptors,2-Way Slashing Playmaker,PG,-,183,88,7,4,Villanova,27,485,84,83,54,85,75,44,98,88,2809,68,77,79,86,98,95,84,84,67,72,96,97,79,88,25,25,38,44,40,74,95,87,86,84,89,79,68,86,53,51,86,86,84,85,33,55,Current
Fred VanVleet,85,United States,Toronto Raptors,2-Way 3PT Playmaker,PG,SG,185,88,23,4,Wichita State,38,630,83,78,51,86,70,40,98,87,2703,65,70,85,84,93,98,83,83,42,70,95,94,82,85,25,35,30,32,28,72,98,89,86,83,92,78,27,83,76,42,84,79,91,80,30,49,Current
Serge Ibaka,80,Congo  /  Spain,Toronto Raptors,3-Level Scorer,C,PF,213,106,9,2,Congo,89,864,86,74,73,41,65,74,70,82,2649,94,82,83,75,97,85,49,52,75,83,91,75,94,71,80,80,89,65,70,50,81,29,35,33,72,37,80,56,35,68,57,80,71,75,65,83,Current
OG Anunoby,79,United Kingdom,Toronto Raptors,3 & D Wing,SF,PF,201,104,3,3,Indiana,102,902,71,80,58,57,79,54,25,83,2585,60,76,82,69,70,70,81,83,60,85,85,85,81,78,60,85,38,37,36,41,85,58,72,71,52,34,76,89,66,61,87,87,84,85,46,62,Current
Marc Gasol,77,Spain,Toronto Raptors,2-Way Inside-Out Scorer,C,-,211,115,33,3,Lausanne CS (TN),144,990,77,60,72,59,70,60,85,84,2593,87,65,84,75,90,60,38,25,84,38,85,70,79,60,70,60,78,80,80,50,94,80,44,32,74,64,85,60,41,72,63,84,74,80,41,78,Current
Chris Boucher,77,Saint Lucia,Toronto Raptors,Glass Cleaner,C,PF,206,90,25,2,Oregon,157,1,75,72,67,35,59,85,85,78,2470,84,64,70,80,79,75,57,55,65,71,85,95,77,69,80,70,62,44,62,79,68,33,41,25,49,29,74,37,41,91,42,80,40,65,90,79,Current
Norman Powell,77,United States,Toronto Raptors,Sharpshooter,SG,SF,191,97,24,5,UCLA,172,1,85,79,54,63,69,44,50,77,2569,84,83,84,84,95,80,79,83,46,80,92,90,82,77,25,80,30,32,28,69,88,60,72,77,68,39,50,79,63,52,78,77,74,75,35,52,Current
Terence Davis,76,United States,Toronto Raptors,3PT Specialist,SG,PG,193,92,0,1,Mississippi,193,1,79,74,61,72,62,57,65,77,2585,53,68,83,87,97,85,73,70,44,76,90,82,80,79,40,75,32,49,38,80,95,75,79,68,78,58,54,74,42,51,80,70,70,55,47,66,Current
Rondae Hollis-Jefferson,76,United States,Toronto Raptors,Interior Finisher,PF,SF,198,98,4,5,Arizona,211,1,61,83,72,54,67,70,70,76,2614,44,56,50,74,82,60,86,76,70,93,85,88,82,78,80,84,59,44,69,72,92,60,65,60,38,49,69,69,63,61,75,72,68,55,75,65,Current
Matt Thomas,74,United States,Toronto Raptors,Sharpshooter,SG,SF,193,87,21,1,Iowa State,291,1,84,70,54,57,48,47,75,74,2332,67,82,89,90,98,75,64,63,40,64,90,85,85,67,35,55,40,52,40,48,92,60,67,59,66,34,48,51,40,25,61,57,55,45,36,58,Current
Patrick McCaw,73,United States,Toronto Raptors,Inside-Out Scorer,SG,PG,201,83,22,4,UNLV,326,1,66,73,58,61,64,40,65,75,2403,66,71,75,87,60,35,75,61,58,72,89,76,82,73,40,75,44,57,46,57,73,60,70,69,62,43,54,75,59,35,74,72,79,60,36,43,Current
Stanley Johnson,71,United States,Toronto Raptors,3-Level Scorer,PF,SF,198,110,5,5,Arizona,419,1,72,73,52,58,67,53,60,74,2425,89,79,71,78,75,40,67,76,60,61,80,85,84,72,35,70,38,40,34,50,80,65,70,67,45,41,55,78,73,50,77,72,78,50,39,67,Current
Malcolm Miller,69,United States,Toronto Raptors,3PT Specialist,SF,SG,201,95,13,3,Holy Cross,492,1,69,67,58,48,57,41,30,70,2227,60,73,84,70,72,55,63,63,60,75,63,75,70,69,70,75,60,50,50,30,60,45,45,60,55,35,64,67,43,55,70,65,45,50,29,52,Current
Dewan Hernandez,68,United States,Toronto Raptors,Interior Finisher,C,-,208,106,20,1,Miami,499,1,58,78,67,44,48,69,45,75,2292,70,62,29,69,68,50,74,74,79,79,85,75,80,64,75,65,69,68,68,54,76,44,42,47,47,38,58,37,42,50,50,58,54,35,71,66,Current
Oshae Brissett,67,Canada,Toronto Raptors,Slasher,SF,PF,201,95,12,1,Syracuse,541,1,60,75,64,45,47,60,45,70,2232,68,64,69,73,54,30,63,67,69,79,85,80,83,62,70,75,59,54,59,54,81,47,59,52,34,33,57,40,42,42,52,57,50,35,61,58,Current
Paul Watson,67,United States,Toronto Raptors,Inside-Out Scorer,SG,SF,198,97,1,0,Fresno State,545,1,64,72,50,60,53,62,50,69,2248,70,70,78,63,65,40,69,68,52,72,85,73,82,70,25,60,38,44,44,41,74,65,69,66,66,34,52,59,50,39,69,59,55,40,54,69,Current
Donovan Mitchell,88,United States,Utah Jazz,Scoring Machine,SG,PG,185,97,45,3,Louisville,18,409,90,87,63,80,70,44,70,92,2858,88,93,82,86,95,95,96,90,60,97,96,90,80,90,50,92,25,44,38,82,80,75,88,83,82,70,58,79,70,37,86,79,77,75,36,52,Current
Rudy Gobert,87,France,Utah Jazz,Glass-Cleaning Lockdown,C,-,216,110,27,7,France,28,522,66,67,75,44,77,85,85,87,2638,79,63,25,62,98,70,48,25,82,57,90,85,81,79,95,75,70,58,70,70,85,68,35,25,58,32,96,64,38,83,65,97,74,95,76,93,Current
Bojan Bogdanovic,81,Croatia,Utah Jazz,Stretch Four,PF,SF,203,97,44,9,Croatia,78,831,84,75,61,64,60,44,98,82,2589,74,60,85,90,98,98,67,62,60,72,93,85,84,73,40,70,49,60,64,64,70,69,74,66,72,39,54,78,35,32,77,75,62,70,36,52,Current
Mike Conley,79,United States,Utah Jazz,2-Way 3PT Shot Creator,PG,-,185,79,10,3,Ohio State,98,887,76,77,46,81,63,43,80,85,2528,79,73,81,80,70,75,83,84,40,92,85,75,82,74,25,30,25,40,29,60,84,82,86,83,82,71,31,83,41,32,82,78,80,80,38,48,Current
Joe Ingles,78,Australia,Utah Jazz,3 & D Wing,SF,PF,201,102,2,6,Australia,124,953,70,69,53,69,68,45,75,80,2459,72,79,83,77,70,40,63,67,57,60,85,70,80,78,40,45,50,55,48,37,70,75,70,60,66,72,58,84,43,35,83,85,78,80,32,57,Current
Jordan Clarkson,78,United States  /  Philippines,Utah Jazz,Inside-Out Scorer,SG,SF,193,87,0,6,Missouri,136,973,81,78,55,73,52,44,75,78,2500,90,68,80,84,75,90,79,82,54,85,80,85,83,86,25,75,30,37,38,69,82,79,79,79,79,51,43,65,42,45,73,58,49,40,42,46,Current
Tony Bradley Jr.,75,United States,Utah Jazz,Glass Cleaner,C,-,208,112,13,3,North Carolina,258,1,64,67,70,42,56,89,40,75,2362,78,66,26,63,90,60,51,42,78,51,80,90,80,74,75,60,72,62,68,65,85,44,44,33,58,29,69,35,38,78,54,68,58,45,93,85,Current
Emmanuel Mudiay,74,DR Congo,Utah Jazz,Shot Creator,PG,SG,191,90,15,5,Prime Prep Academy (TX),277,1,76,78,61,79,55,49,60,76,2559,86,89,80,75,87,40,86,84,52,88,80,75,84,76,25,70,35,57,71,65,87,79,82,85,79,70,38,67,40,51,70,68,60,45,37,60,Current
Royce O’Neale,74,United States,Utah Jazz,3 & D Wing,SF,SG,193,102,23,3,Baylor,281,1,69,70,63,59,69,51,35,76,2469,66,67,83,74,75,50,62,62,60,65,80,80,82,76,55,70,54,52,59,59,75,60,68,62,63,43,68,83,40,52,84,80,68,80,32,69,Current
Georges Niang,73,United States,Utah Jazz,Stretch Four,PF,SF,201,104,31,4,Iowa State,328,1,78,66,60,56,51,46,60,75,2320,88,76,85,83,65,70,44,46,49,72,88,80,84,70,25,50,70,71,70,51,74,65,67,44,70,32,60,55,35,37,55,62,60,40,34,58,Current
Ed Davis,72,United States,Utah Jazz,Glass Cleaner,C,PF,206,101,17,0,North Carolina,355,1,49,72,60,41,57,82,40,77,2213,74,52,25,62,50,30,65,38,78,75,80,85,81,60,75,69,60,57,55,42,63,32,45,38,60,28,67,40,53,67,54,67,55,50,80,84,Current
Juwan Morgan,70,United States,Utah Jazz,Stretch Four,PF,-,203,104,16,1,Indiana,456,1,62,66,60,44,61,70,65,73,2297,69,71,70,69,50,40,59,57,50,65,80,75,79,60,70,65,54,52,57,47,74,38,54,43,55,30,65,57,54,71,57,64,68,50,70,70,Current
Nigel Williams-Goss,69,United States,Utah Jazz,Offense Initiator,PG,SG,188,88,0,3,Gonzaga,475,1,70,73,43,77,56,38,25,74,2274,72,74,79,84,60,50,82,82,40,70,85,70,82,69,25,40,31,31,28,37,80,78,80,81,78,68,30,71,52,44,75,72,55,45,30,45,Current
Rayjon Tucker,69,United States,Utah Jazz,3PT Specialist,SG,SF,191,94,6,1,Little Rock,479,1,69,74,55,67,49,46,40,73,2295,72,74,80,71,65,50,74,74,59,75,90,65,83,79,40,75,30,45,48,45,75,69,78,70,69,47,37,54,50,47,69,57,40,35,42,49,Current
Miye Oni,68,United States,Utah Jazz,Inside-Out Scorer,SG,-,196,93,81,1,Yale,497,1,69,75,52,64,62,55,25,76,2385,70,66,77,79,70,50,82,81,46,82,80,75,80,69,30,70,48,44,38,37,80,64,69,73,68,48,55,69,60,64,73,68,64,45,48,62,Current
Justin Wright-Foreman,67,United States,Utah Jazz,3-Level Scorer,PG,-,183,86,3,1,Hofstra,531,1,70,71,50,69,48,36,50,75,2235,70,78,79,81,60,50,79,77,40,69,70,80,80,73,40,65,25,44,32,44,75,70,74,76,64,62,34,58,50,34,71,50,55,30,31,40,Current
Jarrell Brantley,67,United States,Utah Jazz,3-Level Scorer,PF,-,196,113,5,1,College of Charleston,532,1,64,69,62,56,51,63,30,75,2287,68,74,74,79,50,40,69,68,62,72,75,60,80,72,70,70,53,59,59,46,70,54,66,58,57,45,60,50,54,47,61,50,50,35,61,64,Current
Bradley Beal,88,United States,Washington Wizards,Scoring Machine,SG,SF,191,93,3,8,Florida,23,424,87,80,67,80,58,45,98,88,2754,82,82,80,84,98,98,76,83,56,87,98,78,82,94,30,84,55,55,44,90,81,77,88,76,85,74,45,66,46,50,75,75,65,40,38,51,Current
John Wall,83,United States,Washington Wizards,2-Way Slashing Playmaker,PG,-,193,95,2,0,Kentucky,56,744,79,85,61,87,73,41,40,86,2792,70,78,72,70,96,90,90,90,60,84,95,95,82,91,25,80,35,57,42,70,90,85,89,90,85,86,38,85,63,62,85,82,92,80,32,50,Current
Rui Hachimura,79,Japan,Washington Wizards,Mid-Range Specialist,PF,SF,203,106,8,1,Gonzaga,97,886,80,80,74,56,50,60,98,85,2620,68,83,72,83,95,80,72,74,79,80,90,85,80,78,80,80,74,70,72,55,85,51,72,67,54,35,60,54,41,37,67,59,50,35,52,68,Current
Thomas Bryant,79,United States,Washington Wizards,Slashing Five,C,PF,208,112,13,3,Indiana,109,914,85,74,71,46,56,75,95,80,2593,87,84,82,74,97,85,62,57,80,52,88,95,82,60,75,65,77,65,79,68,78,40,53,53,42,44,63,40,33,72,57,79,50,50,67,83,Current
Davis Bertans,79,Latvia,Washington Wizards,Stretch Four,PF,-,208,101,42,9,Latvia,111,919,84,65,64,47,55,50,70,80,2400,78,78,86,85,94,85,57,55,64,52,80,80,68,69,65,65,43,66,52,65,88,38,72,47,45,35,64,40,38,57,63,69,58,50,36,63,Current
Troy Brown Jr.,78,United States,Washington Wizards,Floor-Spacing Slasher,SF,SG,198,97,6,2,Oregon,123,951,76,73,61,68,62,61,90,80,2587,78,71,79,75,79,75,70,71,58,69,85,80,81,76,30,70,54,59,54,65,80,75,77,61,75,50,48,72,70,32,78,72,71,55,47,75,Current
Moritz Wagner,76,Germany,Washington Wizards,Stretch Five,C,PF,211,110,21,2,Michigan,185,1,83,78,68,49,50,72,75,78,2520,86,78,77,82,94,80,73,67,78,75,85,85,81,70,75,65,67,67,68,54,76,54,42,53,55,40,58,40,43,61,47,58,54,35,62,82,Current
Shabazz Napier,76,United States,Washington Wizards,Mid-Range Shot Creator,PG,-,183,81,5,6,Connecticut,190,1,81,76,47,80,58,44,75,77,2490,61,87,75,82,96,85,82,83,34,74,90,87,83,78,25,30,28,40,35,52,84,80,84,82,80,74,30,65,76,40,69,60,80,40,35,52,Current
Ish Smith,76,United States,Washington Wizards,3PT Playmaker,PG,-,183,79,14,0,Wake Forest,209,1,76,74,45,83,55,44,80,76,2430,84,79,80,69,80,65,88,87,32,70,80,78,83,77,25,30,25,32,25,62,81,86,86,88,85,72,25,74,43,52,77,64,52,50,34,54,Current
Ian Mahinmi,74,France,Washington Wizards,Finisher,C,-,211,118,28,5,France,294,1,61,74,66,44,66,73,60,74,2447,77,59,50,62,79,40,61,63,85,58,78,89,83,46,75,69,68,62,74,60,76,32,35,56,64,35,78,51,53,83,46,80,80,60,71,75,Current
Jerome Robinson,73,United States,Washington Wizards,3-Level Scorer,SG,SF,193,86,12,2,Boston College,303,1,70,75,50,69,55,46,80,78,2379,60,76,79,80,60,65,76,78,60,71,80,75,83,76,30,60,30,37,38,54,78,74,77,76,76,43,49,62,42,56,76,58,60,35,31,60,Current
Isaac Bonga,72,Germany,Washington Wizards,Floor-Spacing Slasher,SF,PF,203,81,17,2,Germany,354,1,67,68,60,61,57,58,65,77,2376,85,64,79,81,55,40,75,60,40,77,75,65,82,76,55,65,53,62,44,44,80,77,77,41,77,34,55,66,49,57,73,65,55,35,56,60,Current
Anzejs Pasecniks,72,Latvia,Washington Wizards,Interior Force,C,-,216,103,18,3,Latvia,364,1,67,72,64,35,55,69,80,75,2318,89,67,54,59,68,65,55,54,75,64,85,92,80,60,70,65,67,62,66,50,68,33,32,26,52,31,69,40,36,66,52,67,61,45,71,67,Current
Jerian Grant,72,United States,Washington Wizards,Mid-Range Playmaker,PG,SG,193,92,22,5,Notre Dame,388,1,71,72,50,82,60,41,45,73,2418,72,84,77,65,78,50,77,82,48,60,80,76,84,77,25,65,25,48,28,50,78,85,86,77,90,71,49,72,70,37,77,66,59,50,35,47,Current
Gary Payton II,72,United States,Washington Wizards,Floor-Spacing Slasher,SG,PG,191,86,4,3,Oregon State,393,1,57,78,54,73,74,59,25,72,2495,74,70,70,67,37,25,81,83,48,85,85,80,83,82,35,75,30,42,42,40,89,75,78,84,72,58,50,76,94,53,80,76,91,70,56,62,Current
Admiral Schofield,71,United Kingdom,Washington Wizards,3-Level Scorer,SF,SG,196,108,1,1,Tennessee,418,1,64,72,61,57,56,44,70,74,2347,70,72,73,70,55,45,59,59,65,78,85,80,80,70,45,65,62,62,59,47,80,59,73,59,62,32,59,66,41,47,74,60,57,45,36,52,Current
Garrison Mathews,71,United States,Washington Wizards,3PT Specialist,SG,-,196,92,24,1,Lipscomb,430,1,79,66,56,54,45,43,75,71,2246,60,75,85,91,88,75,50,50,44,65,85,88,79,73,45,55,36,47,48,62,80,61,73,47,60,31,42,52,46,35,60,52,40,35,38,47,Current
Johnathan Williams,70,United States,Washington Wizards,Rebounder,PF,C,206,103,19,2,Oregon,465,1,55,70,61,50,49,79,25,70,2202,72,70,60,56,45,25,68,69,40,77,80,75,80,65,65,70,60,57,62,35,75,44,57,56,62,31,62,37,28,78,55,59,40,35,75,82,Current
Jarrod Uthoff,67,United States,Washington Wizards,Stretch Four,PF,PF,206,96,19,3,-,534,1,65,65,54,56,54,54,30,74,2206,78,74,80,80,44,35,59,54,50,75,80,55,82,68,60,60,52,53,58,34,50,65,60,50,58,49,41,56,57,71,55,54,62,35,52,56,Current
